# BAND-MAID setlists snapshot date: 2025-12-05
Date	Venue	City	Country	Tour	URL	Sequence	Song	Set ID
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	4	Ready to Rock	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	5	HATE?	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	6	What is justice?	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	7	NO GOD	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	8	TAMAYA!	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	9	Choose me	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	10	Protect You	534
2025-08-16	Makuhari Messe Kokusai Tenjijou Hall 9	Chiba	JP		https://www.setlist.fm/setlist/bandmaid/2025/makuhari-messe-kokusai-tenjijou-hall-9-chiba-japan-5b47cb60.html	11	Screaming	534
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	1	Zen	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	2	Unleash!!!!!	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	3	alone	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	4	DOMINATION	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	5	Forbidden tale	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	6	Toi et moi	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	7	Shambles	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	8	secret My lips	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	9	Blooming	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	10	Rinne	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	11	H-G-K	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	12	BLACK HOLE	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	13	Warning!	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	14	Why Why Why	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	15	influencer	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	16	glory	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	17	SHOW THEM	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	18	Brightest Star	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	19	from now on	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	20	Don't you tell ME	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	21	HATE?	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	22	Choose me	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	23	What is justice?	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	24	Play	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	25	NO GOD	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	26	TAMAYA!	533
2025-08-09	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-5b5baf98.html	27	Ready to Rock	533
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	1	Zen	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	2	Unleash!!!!!	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	3	alone	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	4	DOMINATION	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	5	Forbidden tale	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	6	Toi et moi	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	7	Shambles	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	8	secret My lips	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	9	Blooming	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	10	Rinne	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	11	H-G-K	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	12	BLACK HOLE	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	13	Warning!	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	14	Why Why Why	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	15	influencer	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	16	glory	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	17	SHOW THEM	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	18	Brightest Star	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	19	Get to the top	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	20	Don't you tell ME	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	21	HATE?	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	22	Choose me	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	23	What is justice?	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	24	you.	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	25	NO GOD	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	26	TAMAYA!	532
2025-08-08	Diamond Hall	Nagoya	JP	BAND-MAID TOUR 2025	https://www.setlist.fm/setlist/bandmaid/2025/diamond-hall-nagoya-japan-535bafa5.html	27	Ready to Rock	532
